Name,summary,Wikipedia Page
Carlos Branco,Carlos Castelo Branco (16 April 1898 – 24 September 1972) was a Brazilian rower. He competed in the men's double sculls event at the 1924 Summer Olympics. He also competed in the water polo tournament at the 1932 Summer Olympics.,https://en.wikipedia.org/wiki/Carlos_Branco
Agustín Edwards Eastman,"Agustín Iván Edmundo Edwards Eastman (24 November 1927 – 24 April 2017) was a Chilean newspaper publisher, and one of the richest people in Chile. He inherited his family's newspaper company El Mercurio SAP, which publishes Chile's leading national dailies El Mercurio and La Segunda among others, when his father died in 1956. He has been described as a media baron, and is known for his right-wing views. Throughout his time as publisher, he has used El Mercurio SAP's newspapers to influence public opinion in Chile, and he supported the 1973 coup d'état to oust socialist President Salvador Allende.

",https://en.wikipedia.org/wiki/Agust%C3%ADn_Edwards_Eastman
James S. Copley,"James Strohn Copley (August 12, 1916 – October 6, 1973) was an American journalist and newspaper publisher. He published the San Diego Union and the San Diego Evening Tribune, both later merged into The San Diego Union-Tribune in 1992, from 1947 until his death in 1973, and was President of the Inter American Press Association (1969 - 1970). His politics was ""unabashedly conservative, Republican and pro-American"". He had close associations with leading Republicans of the era, including Barry Goldwater, Richard Nixon and Spiro Agnew. Copley's presence was a chief reason that the Republican National Convention of 1972 was originally planned to be in San Diego.
Copley was born in St. Johnsville, New York, the son of Flora and John Lodwell. His parents died in the Influenza epidemic of 1917-1918. Copley was adopted at age four by Col. Ira Clifton Copley, who later (in 1928) bought The San Diego Union and the San Diego Evening Tribune. Copley graduated from Yale University in 1939. At Yale, he served on the business staff of campus humor magazine The Yale Record with Roy D. Chapin Jr. and Walter J. Cummings Jr. After college, he went into journalism, becoming the CEO of the Union-Tribune group on Ira Copley's death in 1947. He remained CEO until his death in 1973, when his wife, Helen K. Copley, took over. The Union and the Tribune merged in 1992 to become The San Diego Union-Tribune. The Copley Press also published smaller papers in California and the Midwest, including the Torrance, California Daily Breeze, San Pedro, California News-Pilot, Aurora, Illinois Beacon-News, and the Burbank, California Daily Review.
According to Carl Bernstein, Copley, as CEO of Copley Press, cooperated with the Central Intelligence Agency, which had widespread contacts in the United States media.The University of San Diego has a library named in honor of Copley and his wife (the Helen K. and James S. Copley Library). Copley resided in La Jolla, California, and often stayed at a second home in Borrego Springs, California.

",https://en.wikipedia.org/wiki/James_S._Copley
Alberto Gainza Paz,"Alberto Gainza Paz (March 16, 1899 – December 26, 1977) was an Argentine journalist and political activist who served as editor of the newspaper La Prensa.",https://en.wikipedia.org/wiki/Alberto_Gainza_Paz
Alceu Amoroso Lima,"Alceu Amoroso Lima (Petrópolis, December 11, 1893 – Rio de Janeiro, August 14, 1983) was a writer, journalist, activist from Brazil, and founder of the Brazilian Christian Democracy.  He adopted the pseudonym Tristão de Ataíde in 1919. In 1928 he converted to Catholicism and eventually became head of Catholic Action in Brazil. Although he initially had some sympathy for certain aims of Brazilian integralism he became a strong opponent of authoritarianism in general and Fascism in particular. That came in part through the influence of Jacques Maritain. He was a staunch advocate for press freedom during the period of military dictatorship.

",https://en.wikipedia.org/wiki/Alceu_Amoroso_Lima
Edward W. Barrett,"Edward Ware Barrett (July 3, 1910 – October 3, 1989) was an American journalist who was Assistant Secretary of State for Public Affairs from 1950 to 1952, and Dean of the Columbia University Graduate School of Journalism from 1956 to 1968, in which capacity he founded the Columbia Journalism Review in 1961.

",https://en.wikipedia.org/wiki/Edward_W._Barrett
Landrú,"Juan Carlos Colombres (January 19, 1923 – July 6, 2017) was an Argentine caricaturist and humorist whose work has illustrated articles and editorials in a number of the nation's leading periodicals. His contributions appear under the byline of Landrú.",https://en.wikipedia.org/wiki/Landr%C3%BA
Georgie Anne Geyer,"Georgie Anne Geyer (April 2, 1935 – May 15, 2019) was an American journalist who covered the world as a foreign correspondent for the Chicago Daily News and then became a syndicated columnist for the Universal Press Syndicate. Her columns focused on foreign affairs issues and appeared in approximately 120 newspapers in North and South America.  She was the author of ten books, including a biography of Fidel Castro and a memoir of her life as a foreign correspondent, Buying the Night Flight.",https://en.wikipedia.org/wiki/Georgie_Anne_Geyer
Julio Scherer García,"Julio Scherer García (7 April 1926 – 7 January 2015) was a Mexican author and journalist. He was the editor of the daily newspaper Excélsior from 1968 to 1976. He also was the founder of the newsmagazine Proceso.Scherer died of septic shock at the age of 88. The news of his death was reported on the website of Proceso.Among other offspring is his son Julio Scherer Ibarra who is an attorney, writer and politician currently serving since 2018 as a juridical counselor to President Andrés Manuel López Obrador.es

",https://en.wikipedia.org/wiki/Julio_Scherer_Garc%C3%ADa
David Kraiselburd,"David Kraiselburd (1912–1974) was an Argentine journalist, newspaper publisher, and lawyer, best known for his commitment and actions against military regimes and political violence of both right- and left-wing extraction. He was assassinated shortly after the beginning of the Dirty War—in mid-1974—and shortly before the military coup.",https://en.wikipedia.org/wiki/David_Kraiselburd
Andrew Heiskell,"Andrew Heiskell (September 13, 1915 – July 6, 2003) was chairman and CEO of Time Inc. (1960–1980), and also known for his philanthropy, for organizations including the New York Public Library. He was President of the Inter American Press Association (1961–1962) and president of the Harvard University Board of Overseers.

",https://en.wikipedia.org/wiki/Andrew_Heiskell
Jeremiah O'Leary,"Jeremiah Aloysius Patrick O'Leary, Jr. (1919 – December 19, 1993) was an American newspaper reporter and columnist.",https://en.wikipedia.org/wiki/Jeremiah_O%27Leary
Penny Lernoux,"Penny Lernoux (January 6, 1940 – October 9, 1989) was an American educator, author, and journalist. She wrote critically of United States government and Papal policy toward Latin America.",https://en.wikipedia.org/wiki/Penny_Lernoux
Karen DeYoung,"Karen DeYoung is a Pulitzer Prize-winning American journalist, and is the associate editor for The Washington Post.DeYoung was born in Florida and she grew up in St. Petersburg, Florida. She received bachelor's degrees in journalism and communications from the University of Florida.
DeYoung was married to the late Henry Champ, a Canadian journalist based in Washington, D.C.

",https://en.wikipedia.org/wiki/Karen_DeYoung
